mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized,_match_name,match_name,match_score,match_method,coordinate_source_name,latitude,longitude,coordinate_valid,coordinate_status
CM-001,Aadocm,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,aadocm,ccl,jharkhand,bokaro,aadocm,aadocm,100,EXACT,Aadocm,,,False,MISSING_OR_INVALID
CM-002,ABGC,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,abgc,bccl,jharkhand,dhanbad,abgc,abgc,100,EXACT,ABGC,,,False,MISSING_OR_INVALID
CM-003,Adasa (UG to OC),Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,adasa ug to oc,wcl,maharashtra,nagpur,adasa ug to oc,adasa ug to oc,100,EXACT,Adasa (UG to OC),,,False,MISSING_OR_INVALID
CM-004,Adriyala Saft Project,Telangana,PEDDAPALLI,SCCL,UNDERGROUND,PUBLIC,WORKING,adriyala saft,sccl,telangana,peddapalli,adriyala saft,adriyala saft,100,EXACT,Adriyala Saft Project,,,False,MISSING_OR_INVALID
CM-005,AGKCC,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,agkcc,bccl,jharkhand,dhanbad,agkcc,agkcc,100,EXACT,AGKCC,,,False,MISSING_OR_INVALID
CM-006,AKK OCP,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,akk ocp,ccl,jharkhand,bokaro,akk ocp,akk ocp,100,EXACT,AKK OCP,,,False,MISSING_OR_INVALID
CM-007,AKWMC,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,akwmc,bccl,jharkhand,dhanbad,akwmc,akwmc,100,EXACT,AKWMC,,,False,MISSING_OR_INVALID
CM-008,Amadand,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING,amadand,secl,madhya pradesh,shahdol,amadand,amadand,100,EXACT,Amadand,,,False,MISSING_OR_INVALID
CM-009,Amagamated Dhansar-Industry,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,amagamated dhansar industry,bccl,jharkhand,dhanbad,amagamated dhansar industry,amagamated dhansar industry,100,EXACT,Amagamated Dhansar-Industry,,,False,MISSING_OR_INVALID
CM-010,Amalgamated BOCP,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,amalgamated bocp,bccl,jharkhand,dhanbad,amalgamated bocp,amalgamated bocp,100,EXACT,Amalgamated BOCP,,,False,MISSING_OR_INVALID
CM-011,Amalgamated Gondegaon Ghatrohana,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,amalgamated gondegaon ghatrohana,wcl,maharashtra,nagpur,amalgamated gondegaon ghatrohana,amalgamated gondegaon ghatrohana,100,EXACT,Amalgamated Gondegaon Ghatrohana,,,False,MISSING_OR_INVALID
CM-012,Amalgamated Inder Kamptee OCM,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,amalgamated inder kamptee ocm,wcl,maharashtra,nagpur,amalgamated inder kamptee ocm,amalgamated inder kamptee ocm,100,EXACT,Amalgamated Inder Kamptee OCM,,,False,MISSING_OR_INVALID
CM-013,Amalgamated Yekona I & II,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,amalgamated yekona i ii,wcl,maharashtra,chandrapur,amalgamated yekona i ii,amalgamated yekona i ii,100,EXACT,Amalgamated Yekona I & II,,,False,MISSING_OR_INVALID
CM-014,Amalgameted Sudamdih-Patherdih,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,amalgameted sudamdih patherdih,bccl,jharkhand,dhanbad,amalgameted sudamdih patherdih,amalgameted sudamdih patherdih,100,EXACT,Amalgameted Sudamdih-Patherdih,,,False,MISSING_OR_INVALID
CM-015,Amelia (North ) Coal Mine,Madhya Pradesh,SINGRAULI,JPVL,OPENCAST,PRIVATE,WORKING,amelia north,jpvl,madhya pradesh,singrauli,amelia north,amelia north,100,EXACT,Amelia (North ) Coal Mine,,,False,MISSING_OR_INVALID
CM-016,Amelia Coal Block,Madhya Pradesh,SINGRAULI,THDC,OPENCAST,PUBLIC,WORKING,amelia block,thdc,madhya pradesh,singrauli,amelia block,amelia block,100,EXACT,Amelia Coal Block,,,False,MISSING_OR_INVALID
CM-017,Amera,Chhattisgarh,SURGUJA,SECL,OPENCAST,PUBLIC,WORKING,amera,secl,chhattisgarh,surguja,amera,amera,100,EXACT,Amera,,,False,MISSING_OR_INVALID
CM-018,Amgaon,Chhattisgarh,SURGUJA,SECL,OPENCAST,PUBLIC,WORKING,amgaon,secl,chhattisgarh,surguja,amgaon,amgaon,100,EXACT,Amgaon,,,False,MISSING_OR_INVALID
CM-019,Amlai OC,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING,amlai oc,secl,madhya pradesh,shahdol,amlai oc,amlai oc,100,EXACT,Amlai OC,,,False,MISSING_OR_INVALID
CM-020,Amlohri,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,amlohri,ncl,madhya pradesh,singrauli,amlohri,amlohri,100,EXACT,Amlohri,,,False,MISSING_OR_INVALID
CM-021,AMP Colliery,Jharkhand,DHANBAD,BCCL,MIXED,PUBLIC,WORKING,amp,bccl,jharkhand,dhanbad,amp,amp,100,EXACT,AMP Colliery,,,False,MISSING_OR_INVALID
CM-022,Amrapali OCP,Jharkhand,CHATRA,CCL,OPENCAST,PUBLIC,WORKING,amrapali ocp,ccl,jharkhand,chatra,amrapali ocp,amrapali ocp,100,EXACT,Amrapali OCP,23.889479,85.00171,True,VALID
CM-023,Amritnagar Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,amritnagar,ecl,west bengal,bardhaman,amritnagar,amritnagar,100,EXACT,Amritnagar Colliery,,,False,MISSING_OR_INVALID
CM-024,Ananta OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,ananta ocp,mcl,odisha,angul,ananta ocp,ananta ocp,100,EXACT,Ananta OCP,,,False,MISSING_OR_INVALID
CM-025,ARA Reorganisation,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,ara reorganisation,ccl,jharkhand,ramgarh,ara reorganisation,ara reorganisation,100,EXACT,ARA Reorganisation,,,False,MISSING_OR_INVALID
CM-026,Ashoka,Jharkhand,CHATRA,CCL,OPENCAST,PUBLIC,WORKING,ashoka,ccl,jharkhand,chatra,ashoka,ashoka,100,EXACT,Ashoka,23.724268,85.037525,True,VALID
CM-027,Badjna Colliery,Jharkhand,DHANBAD,ECL,MIXED,PUBLIC,WORKING,badjna,ecl,jharkhand,dhanbad,badjna,badjna,100,EXACT,Badjna Colliery,,,False,MISSING_OR_INVALID
CM-028,Bagdeva,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,bagdeva,secl,chhattisgarh,korba,bagdeva,bagdeva,100,EXACT,Bagdeva,,,False,MISSING_OR_INVALID
CM-029,Bahula Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,bahula,ecl,west bengal,bardhaman,bahula,bahula,100,EXACT,Bahula Colliery,,,False,MISSING_OR_INVALID
CM-030,Ballarpur 3 & 4 Pits,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,WORKING,ballarpur 3 4 pits,wcl,maharashtra,chandrapur,ballarpur 3 4 pits,ballarpur 3 4 pits,100,EXACT,Ballarpur 3 & 4 Pits,,,False,MISSING_OR_INVALID
CM-031,Ballarpur OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,ballarpur ocm,wcl,maharashtra,chandrapur,ballarpur ocm,ballarpur ocm,100,EXACT,Ballarpur OCM,,,False,MISSING_OR_INVALID
CM-032,Balram OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,balram ocp,mcl,odisha,angul,balram ocp,balram ocp,100,EXACT,Balram OCP,,,False,MISSING_OR_INVALID
CM-033,Balrampur,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,balrampur,secl,chhattisgarh,surguja,balrampur,balrampur,100,EXACT,Balrampur,,,False,MISSING_OR_INVALID
CM-034,Bangwar,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,bangwar,secl,madhya pradesh,shahdol,bangwar,bangwar,100,EXACT,Bangwar,,,False,MISSING_OR_INVALID
CM-035,Bankola Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,bankola,ecl,west bengal,bardhaman,bankola,bankola,100,EXACT,Bankola Colliery,,,False,MISSING_OR_INVALID
CM-036,Bansra Colliery,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,bansra,ecl,west bengal,bardhaman,bansra,bansra,100,EXACT,Bansra Colliery,,,False,MISSING_OR_INVALID
CM-037,Baranj,Maharashtra,CHANDRAPUR,KPCL,OPENCAST,PUBLIC,WORKING,baranj,kpcl,maharashtra,chandrapur,baranj,baranj,100,EXACT,Baranj,,,False,MISSING_OR_INVALID
CM-038,Barjora (North) Coal Mine,West Bengal,BANKURA,WBPDCL,OPENCAST,PUBLIC,WORKING,barjora north,wbpdcl,west bengal,bankura,barjora north,barjora north,100,EXACT,Barjora (North) Coal Mine,,,False,MISSING_OR_INVALID
CM-039,Barmuri,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING,barmuri,ecl,jharkhand,dhanbad,barmuri,barmuri,100,EXACT,Barmuri,,,False,MISSING_OR_INVALID
CM-040,Baroud OC,Chhattisgarh,RAIGARH,SECL,OPENCAST,PUBLIC,WORKING,baroud oc,secl,chhattisgarh,raigarh,baroud oc,baroud oc,100,EXACT,Baroud OC,,,False,MISSING_OR_INVALID
CM-041,Bartarai,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,bartarai,secl,madhya pradesh,shahdol,bartarai,bartarai,100,EXACT,Bartarai,,,False,MISSING_OR_INVALID
CM-042,Basantimata -Dahibari,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,basantimata dahibari,bccl,jharkhand,dhanbad,basantimata dahibari,basantimata dahibari,100,EXACT,Basantimata -Dahibari,,,False,MISSING_OR_INVALID
CM-043,Basdeopur,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,basdeopur,bccl,jharkhand,dhanbad,basdeopur,basdeopur,100,EXACT,Basdeopur,,,False,MISSING_OR_INVALID
CM-044,Bastacolla,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,bastacolla,bccl,jharkhand,dhanbad,bastacolla,bastacolla,100,EXACT,Bastacolla,,,False,MISSING_OR_INVALID
CM-045,Basundhara (West) OCP,Odisha,SUNDARGARH,MCL,OPENCAST,PUBLIC,WORKING,basundhara west ocp,mcl,odisha,sundargarh,basundhara west ocp,basundhara west ocp,100,EXACT,Basundhara (West) OCP,,,False,MISSING_OR_INVALID
CM-046,Behraband,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,behraband,secl,madhya pradesh,shahdol,behraband,behraband,100,EXACT,Behraband,,,False,MISSING_OR_INVALID
CM-047,Bejdih Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,bejdih,ecl,west bengal,bardhaman,bejdih,bejdih,100,EXACT,Bejdih Colliery,,,False,MISSING_OR_INVALID
CM-048,Belbaid Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,belbaid,ecl,west bengal,bardhaman,belbaid,belbaid,100,EXACT,Belbaid Colliery,,,False,MISSING_OR_INVALID
CM-049,Belgaon Coal Mine,Maharashtra,CHANDRAPUR,SISCO,UNDERGROUND,PRIVATE,WORKING,belgaon,sisco,maharashtra,chandrapur,belgaon,belgaon,100,EXACT,Belgaon Coal Mine,,,False,MISSING_OR_INVALID
CM-050,Bhadra,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,bhadra,secl,madhya pradesh,shahdol,bhadra,bhadra,100,EXACT,Bhadra,,,False,MISSING_OR_INVALID
CM-051,Bhanegaon OCM,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,bhanegaon ocm,wcl,maharashtra,nagpur,bhanegaon ocm,bhanegaon ocm,100,EXACT,Bhanegaon OCM,,,False,MISSING_OR_INVALID
CM-052,Bhanora West Block colliery & Bhanora OC patch (H),West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,bhanora west block bhanora oc patch h,ecl,west bengal,bardhaman,bhanora west block bhanora oc patch h,bhanora west block bhanora oc patch h,100,EXACT,Bhanora West Block colliery & Bhanora OC patch (H),,,False,MISSING_OR_INVALID
CM-053,Bharatpur OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,bharatpur ocp,mcl,odisha,angul,bharatpur ocp,bharatpur ocp,100,EXACT,Bharatpur OCP,,,False,MISSING_OR_INVALID
CM-054,Bhatadi OC Mine,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,bhatadi oc,wcl,maharashtra,chandrapur,bhatadi oc,bhatadi oc,100,EXACT,Bhatadi OC Mine,,,False,MISSING_OR_INVALID
CM-055,Bhatgaon,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,bhatgaon,secl,chhattisgarh,surguja,bhatgaon,bhatgaon,100,EXACT,Bhatgaon,,,False,MISSING_OR_INVALID
CM-056,Bhelatand Colliery,Jharkhand,DHANBAD,TSL,UNDERGROUND,PRIVATE,WORKING,bhelatand,tsl,jharkhand,dhanbad,bhelatand,bhelatand,100,EXACT,Bhelatand Colliery,,,False,MISSING_OR_INVALID
CM-057,Bhowra(S),Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,bhowra s,bccl,jharkhand,dhanbad,bhowra s,bhowra s,100,EXACT,Bhowra(S),,,False,MISSING_OR_INVALID
CM-058,Bhubaneswari OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,bhubaneswari ocp,mcl,odisha,angul,bhubaneswari ocp,bhubaneswari ocp,100,EXACT,Bhubaneswari OCP,,,False,MISSING_OR_INVALID
CM-059,Bhurkunda,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,bhurkunda,ccl,jharkhand,ramgarh,bhurkunda,bhurkunda,100,EXACT,Bhurkunda,,,False,MISSING_OR_INVALID
CM-060,Bhurkunda (Sangum),Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,bhurkunda sangum,ccl,jharkhand,ramgarh,bhurkunda sangum,bhurkunda sangum,100,EXACT,Bhurkunda (Sangum),,,False,MISSING_OR_INVALID
CM-061,Bicharpur,Madhya Pradesh,SHAHDOL,UTCL,UNDERGROUND,PRIVATE,WORKING,bicharpur,utcl,madhya pradesh,shahdol,bicharpur,bicharpur,100,EXACT,Bicharpur,,,False,MISSING_OR_INVALID
CM-062,Bijari OC,Chhattisgarh,RAIGARH,SECL,OPENCAST,PUBLIC,WORKING,bijari oc,secl,chhattisgarh,raigarh,bijari oc,bijari oc,100,EXACT,Bijari OC,,,False,MISSING_OR_INVALID
CM-063,Bijuri,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,bijuri,secl,madhya pradesh,shahdol,bijuri,bijuri,100,EXACT,Bijuri,,,False,MISSING_OR_INVALID
CM-064,Bina Extn,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING,bina extn,ncl,uttar pradesh,sonbhadra,bina extn,bina extn,100,EXACT,Bina Extn,,,False,MISSING_OR_INVALID
CM-065,Block-B Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,block b,ncl,madhya pradesh,singrauli,block b,block b,100,EXACT,Block-B Project,,,False,MISSING_OR_INVALID
CM-066,Bokaro OC (Bermo),Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,bokaro oc bermo,ccl,jharkhand,bokaro,bokaro oc bermo,bokaro oc bermo,100,EXACT,Bokaro OC (Bermo),,,False,MISSING_OR_INVALID
CM-067,Bonjemehari OC (Extn),West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,bonjemehari oc extn,ecl,west bengal,bardhaman,bonjemehari oc extn,bonjemehari oc extn,100,EXACT,Bonjemehari OC (Extn),,,False,MISSING_OR_INVALID
CM-068,C L Jambad OCP,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,c l jambad ocp,ecl,west bengal,bardhaman,c l jambad ocp,c l jambad ocp,100,EXACT,C L Jambad OCP,,,False,MISSING_OR_INVALID
CM-069,Central Kajora Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,central kajora,ecl,west bengal,bardhaman,central kajora,central kajora,100,EXACT,Central Kajora Colliery,,,False,MISSING_OR_INVALID
CM-070,Central Saunda,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,central saunda,ccl,jharkhand,ramgarh,central saunda,central saunda,100,EXACT,Central Saunda,,,False,MISSING_OR_INVALID
CM-071,Chainpur(Sarubera) Colly.,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,chainpur sarubera colly,ccl,jharkhand,ramgarh,chainpur sarubera colly,chainpur sarubera colly,100,EXACT,Chainpur(Sarubera) Colly.,,,False,MISSING_OR_INVALID
CM-072,Chanda Rayatwari Colliery,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING,chanda rayatwari,wcl,maharashtra,chandrapur,chanda rayatwari,chanda rayatwari,100,EXACT,Chanda Rayatwari Colliery,,,False,MISSING_OR_INVALID
CM-073,Chapapur-II & Chappapur 10 Quarry (OC),Jharkhand,DHANBAD,ECL,MIXED,PUBLIC,WORKING,chapapur ii chappapur 10 quarry oc,ecl,jharkhand,dhanbad,chapapur ii chappapur 10 quarry oc,chapapur ii chappapur 10 quarry oc,100,EXACT,Chapapur-II & Chappapur 10 Quarry (OC),,,False,MISSING_OR_INVALID
CM-074,Chapuikhas Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,chapuikhas,ecl,west bengal,bardhaman,chapuikhas,chapuikhas,100,EXACT,Chapuikhas Colliery,,,False,MISSING_OR_INVALID
CM-075,Chasnalla Colliery,Jharkhand,DHANBAD,IISCO,UNDERGROUND,PUBLIC,WORKING,chasnalla,iisco,jharkhand,dhanbad,chasnalla,chasnalla,100,EXACT,Chasnalla Colliery,,,False,MISSING_OR_INVALID
CM-076,Chatti Bariatu Coal Mining Project,Jharkhand,HAZARIBAGH,NTPC,OPENCAST,PUBLIC,WORKING,chatti bariatu mining,ntpc,jharkhand,hazaribagh,chatti bariatu mining,chatti bariatu mining,100,EXACT,Chatti Bariatu Coal Mining Project,,,False,MISSING_OR_INVALID
CM-077,Chhal OC,Chhattisgarh,RAIGARH,SECL,OPENCAST,PUBLIC,WORKING,chhal oc,secl,chhattisgarh,raigarh,chhal oc,chhal oc,100,EXACT,Chhal OC,,,False,MISSING_OR_INVALID
CM-078,Chhatarpur -II,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,chhatarpur ii,wcl,madhya pradesh,betul,chhatarpur ii,chhatarpur ii,100,EXACT,Chhatarpur -II,,,False,MISSING_OR_INVALID
CM-079,Chhatarpur 1,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,chhatarpur 1,wcl,madhya pradesh,betul,chhatarpur 1,chhatarpur 1,100,EXACT,Chhatarpur 1,,,False,MISSING_OR_INVALID
CM-080,Chhinda,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,NON_WORKING,chhinda,wcl,madhya pradesh,chhindwara,chhinda,chhinda,100,EXACT,Chhinda,,,False,MISSING_OR_INVALID
CM-081,Chinakuri Mine III,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,chinakuri iii,ecl,west bengal,bardhaman,chinakuri iii,chinakuri iii,100,EXACT,Chinakuri Mine III,,,False,MISSING_OR_INVALID
CM-082,Chirimiri,Chhattisgarh,KOREA,SECL,OPENCAST,PUBLIC,WORKING,chirimiri,secl,chhattisgarh,korea,chirimiri,chirimiri,100,EXACT,Chirimiri,,,False,MISSING_OR_INVALID
CM-083,Chitra East OCP,Jharkhand,DEOGHAR,ECL,OPENCAST,PUBLIC,WORKING,chitra east ocp,ecl,jharkhand,deoghar,chitra east ocp,chitra east ocp,100,EXACT,Chitra East OCP,,,False,MISSING_OR_INVALID
CM-084,Chora 10 Pit Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,chora 10 pit,ecl,west bengal,bardhaman,chora 10 pit,chora 10 pit,100,EXACT,Chora 10 Pit Colliery,,,False,MISSING_OR_INVALID
CM-085,Chora 7&9 Pits Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,chora 7 9 pits,ecl,west bengal,bardhaman,chora 7 9 pits,chora 7 9 pits,100,EXACT,Chora 7&9 Pits Colliery,,,False,MISSING_OR_INVALID
CM-086,Chora Block Incline UG & Shankarpur OC & Banbahal OC,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,chora block incline ug shankarpur oc banbahal oc,ecl,west bengal,bardhaman,chora block incline ug shankarpur oc banbahal oc,chora block incline ug shankarpur oc banbahal oc,100,EXACT,Chora Block Incline UG & Shankarpur OC & Banbahal OC,,,False,MISSING_OR_INVALID
CM-087,Churcha RO,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,churcha ro,secl,chhattisgarh,korea,churcha ro,churcha ro,100,EXACT,Churcha RO,,,False,MISSING_OR_INVALID
CM-088,Dabor Ph-II & III OC,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,dabor ph ii iii oc,ecl,west bengal,bardhaman,dabor ph ii iii oc,dabor ph ii iii oc,100,EXACT,Dabor Ph-II & III OC,,,False,MISSING_OR_INVALID
CM-089,Dakra Bukbuka OC,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,dakra bukbuka oc,ccl,jharkhand,ranchi,dakra bukbuka oc,dakra bukbuka oc,100,EXACT,Dakra Bukbuka OC,,,False,MISSING_OR_INVALID
CM-090,Dalurband OC,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,dalurband oc,ecl,west bengal,bardhaman,dalurband oc,dalurband oc,100,EXACT,Dalurband OC,,,False,MISSING_OR_INVALID
CM-091,Damini,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,damini,secl,madhya pradesh,shahdol,damini,damini,100,EXACT,Damini,,,False,MISSING_OR_INVALID
CM-092,Damoda,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,damoda,bccl,jharkhand,dhanbad,damoda,damoda,100,EXACT,Damoda,,,False,MISSING_OR_INVALID
CM-093,Dhankasa & Jamunia,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,NON_WORKING,dhankasa jamunia,wcl,madhya pradesh,chhindwara,dhankasa jamunia,dhankasa jamunia,100,EXACT,Dhankasa & Jamunia,,,False,MISSING_OR_INVALID
CM-094,Dhanpuri,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING,dhanpuri,secl,madhya pradesh,shahdol,dhanpuri,dhanpuri,100,EXACT,Dhanpuri,,,False,MISSING_OR_INVALID
CM-095,Dhelwadih Colliery,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,dhelwadih,secl,chhattisgarh,korba,dhelwadih,dhelwadih,100,EXACT,Dhelwadih Colliery,,,False,MISSING_OR_INVALID
CM-096,Dhemomain Incl Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,dhemomain incl,ecl,west bengal,bardhaman,dhemomain incl,dhemomain incl,100,EXACT,Dhemomain Incl Colliery,,,False,MISSING_OR_INVALID
CM-097,Dhemomain Pit Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,dhemomain pit,ecl,west bengal,bardhaman,dhemomain pit,dhemomain pit,100,EXACT,Dhemomain Pit Colliery,,,False,MISSING_OR_INVALID
CM-098,Dhoptala OC (Sasti Colliery),Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,dhoptala oc sasti,wcl,maharashtra,chandrapur,dhoptala oc sasti,dhoptala oc sasti,100,EXACT,Dhoptala OC (Sasti Colliery),,,False,MISSING_OR_INVALID
CM-099,Dhori Khas(UG),Jharkhand,BOKARO,CCL,UNDERGROUND,PUBLIC,WORKING,dhori khas ug,ccl,jharkhand,bokaro,dhori khas ug,dhori khas ug,100,EXACT,Dhori Khas(UG),,,False,MISSING_OR_INVALID
CM-100,Dipka,Chhattisgarh,KORBA,SECL,OPENCAST,PUBLIC,WORKING,dipka,secl,chhattisgarh,korba,dipka,dipka,100,EXACT,Dipka,22.35,82.55,True,VALID
CM-101,Dubeswari Colliery,West Bengal,PURULIA,ECL,UNDERGROUND,PUBLIC,WORKING,dubeswari,ecl,west bengal,purulia,dubeswari,dubeswari,100,EXACT,Dubeswari Colliery,,,False,MISSING_OR_INVALID
CM-102,Dudhichua Project,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING,dudhichua,ncl,uttar pradesh,sonbhadra,dudhichua,dudhichua,100,EXACT,Dudhichua Project,,,False,MISSING_OR_INVALID
CM-103,Dulanga Coal Mining Project,Odisha,SUNDARGARH,NTPC,OPENCAST,PUBLIC,WORKING,dulanga mining,ntpc,odisha,sundargarh,dulanga mining,dulanga mining,100,EXACT,Dulanga Coal Mining Project,,,False,MISSING_OR_INVALID
CM-104,Durgapur Open Cast,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,durgapur open cast,wcl,maharashtra,chandrapur,durgapur open cast,durgapur open cast,100,EXACT,Durgapur Open Cast,,,False,MISSING_OR_INVALID
CM-105,Durgapur Rayatwari Colly,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,WORKING,durgapur rayatwari colly,wcl,maharashtra,chandrapur,durgapur rayatwari colly,durgapur rayatwari colly,100,EXACT,Durgapur Rayatwari Colly,,,False,MISSING_OR_INVALID
CM-106,DVC Tubed Mines,Jharkhand,LATEHAR,DVC,OPENCAST,PUBLIC,WORKING,dvc tubed mines,dvc,jharkhand,latehar,dvc tubed mines,dvc tubed mines,100,EXACT,DVC Tubed Mines,,,False,MISSING_OR_INVALID
CM-107,E.Basuria,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,e basuria,bccl,jharkhand,dhanbad,e basuria,e basuria,100,EXACT,E.Basuria,,,False,MISSING_OR_INVALID
CM-108,Ena,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,ena,bccl,jharkhand,dhanbad,ena,ena,100,EXACT,Ena,,,False,MISSING_OR_INVALID
CM-109,G & G B Coal Mine,West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING,g g b,wbpdcl,west bengal,birbhum,g g b,g g b,100,EXACT,G & G B Coal Mine,,,False,MISSING_OR_INVALID
CM-110,Gare Palma IV 6,Chhattisgarh,RAIGARH,JSPL,OPENCAST,PRIVATE,WORKING,gare palma iv 6,jspl,chhattisgarh,raigarh,gare palma iv 6,gare palma iv 6,100,EXACT,Gare Palma IV 6,,,False,MISSING_OR_INVALID
